PARADA,NOMBRE,COMENTARIO,TIPO,ZONA,LATITUD,LONGITUD,MUNICIPIO,CODIGO_BARRIO,ID_LINEA,SENTIDO,FECHA
1,AVDA.VALDEMARIN-ALTAIR,,EXTERIOR,A,40.47194497176612,-3.781636670257481,MADRID,73,161,IDA,20240117
2,AV.VALDEMARÍN-LA SALLE,,EXTERIOR,B1,40.47041008888121,-3.784792078179807,MADRID,73,161,IDA,20240117
3,BLANCA DE CASTILLA-Cº DE LA ZARZUELA,Blanca de Castilla-Cº Zarzuela,EXTERIOR,A,40.46672266258711,-3.7825433670293296,MADRID,73,161,IDA,20240117
4,PLEYADES-ANA TERESA,,EXTERIOR,A,40.46319844628273,-3.782797341964848,MADRID,68,161,IDA,20240117
5,PLEYADES-AV.OSA MAYOR,,EXTERIOR,B1,40.461223964520286,-3.7830221097943504,MADRID,68,161,IDA,20240117
6,BLANCA DE CASTILLA-Cº DE LA ZARZUELA,Blanca de Castilla con Cºde la Zarzuela,EXTERIOR,A,40.46679688409109,-3.782225745445363,MADRID,73,161,VUELTA,20240117
7,AV.VALDEMARIN-LA SALLE,,EXTERIOR,B1,40.47023208643704,-3.784471506693144,MADRID,73,161,VUELTA,20240117
8,AV.VALDEMARIN-BLANCA DE CASTILLA,,EXTERIOR,B1,40.47163502573852,-3.780842709758948,MADRID,73,161,VUELTA,20240117
9,GRAN VIA-MESONERO ROMANOS,,EXTERIOR,A,40.42219754607262,-3.70304828515006,MADRID,25,521,IDA,20240117
9,GRAN VIA-MESONERO ROMANOS,,EXTERIOR,A,40.42219754607262,-3.70304828515006,MADRID,25,1,VUELTA,20240117
9,GRAN VIA-MESONERO ROMANOS,,EXTERIOR,A,40.42219754607262,-3.70304828515006,MADRID,25,518,IDA,20240117
9,GRAN VIA-MESONERO ROMANOS,,EXTERIOR,A,40.42219754607262,-3.70304828515006,MADRID,25,519,IDA,20240117
9,GRAN VIA-MESONERO ROMANOS,,EXTERIOR,A,40.42219754607262,-3.70304828515006,MADRID,25,516,IDA,20240117
9,GRAN VIA-MESONERO ROMANOS,,EXTERIOR,A,40.42219754607262,-3.70304828515006,MADRID,25,361,IDA,20240117
9,GRAN VIA-MESONERO ROMANOS,,EXTERIOR,A,40.42219754607262,-3.70304828515006,MADRID,25,520,IDA,20240117
9,GRAN VIA-MESONERO ROMANOS,,EXTERIOR,A,40.42219754607262,-3.70304828515006,MADRID,25,146,VUELTA,20240117
9,GRAN VIA-MESONERO ROMANOS,,EXTERIOR,A,40.42219754607262,-3.70304828515006,MADRID,25,46,IDA,20240117
9,GRAN VIA-MESONERO ROMANOS,,EXTERIOR,A,40.42219754607262,-3.70304828515006,MADRID,25,2,IDA,20240117
9,GRAN VIA-MESONERO ROMANOS,,EXTERIOR,A,40.42219754607262,-3.70304828515006,MADRID,25,74,VUELTA,20240117
11,AVDA DE BURGOS-BUGANVILLA,,EXTERIOR,A,40.47325067591403,-3.6744658913444113,MADRID,26,14,IDA,20240117
13,GUECHO-GOBELAS,,EXTERIOR,A,40.472848195630654,-3.81648285839034,MADRID,72,162,IDA,20240117
14,GUECHO-GOBELAS,,EXTERIOR,A,40.47289398627715,-3.816377242563959,MADRID,72,162,IDA,20240117
16,AVDA.VICTORIA-PADRE HUIDOBRO,,EXTERIOR,A,40.468663954101736,-3.811949707980987,MADRID,72,163,VUELTA,20240117
16,AVDA.VICTORIA-PADRE HUIDOBRO,,EXTERIOR,A,40.468663954101736,-3.811949707980987,MADRID,72,162,IDA,20240117
17,RAFAEL BOTÍ-ARCHANDA,,EXTERIOR,B1,40.46606636650948,-3.807235600439354,MADRID,72,163,VUELTA,20240117
18,AVDA.VICTORIA-PADRE HUIDOBRO,,EXTERIOR,A,40.46892403071488,-3.812117984691534,MADRID,72,162,VUELTA,20240117
18,AVDA.VICTORIA-PADRE HUIDOBRO,,EXTERIOR,A,40.46892403071488,-3.812117984691534,MADRID,72,163,IDA,20240117
19,ACCESO CTRA. DE LA CORUÑA,,EXTERIOR,A,40.470867156087415,-3.8176267037334752,MADRID,72,162,VUELTA,20240117
20,GOBELAS-GUECHO,,EXTERIOR,A,40.47239953782614,-3.8162296946285417,MADRID,72,162,VUELTA,20240117
21,MOTRICO-LEQUEITIO,,EXTERIOR,A,40.47106971353728,-3.811896109361552,MADRID,72,162,VUELTA,20240117
22,AMOREBIETA-AV.NTRA.SRA.DE BEGOÑA,,EXTERIOR,A,40.47075692293436,-3.8089668476065626,MADRID,72,162,VUELTA,20240117
23,ESCUELA UNIVERSITARIA DE ESTADISTICA,Av. Puerta de Hierro (Estadística),EXTERIOR,A,40.45017919413294,-3.734968070789948,MADRID,71,162,VUELTA,20240117
23,ESCUELA UNIVERSITARIA DE ESTADISTICA,Av. Puerta de Hierro (Estadística),EXTERIOR,A,40.45017919413294,-3.734968070789948,MADRID,71,133,VUELTA,20240117
23,ESCUELA UNIVERSITARIA DE ESTADISTICA,Av. Puerta de Hierro (Estadística),EXTERIOR,A,40.45017919413294,-3.734968070789948,MADRID,71,83,VUELTA,20240117
24,GTA.MAR DE CRISTAL-AYACUCHO,Gta. Mar de Cristal S/N con C/ Ayacucho,EXTERIOR,A,40.47129523077464,-3.636426180283173,MADRID,58,112,IDA,20240117
24,GTA.MAR DE CRISTAL-AYACUCHO,Gta. Mar de Cristal S/N con C/ Ayacucho,EXTERIOR,A,40.47129523077464,-3.636426180283173,MADRID,58,112,VUELTA,20240117
24,GTA.MAR DE CRISTAL-AYACUCHO,Gta. Mar de Cristal S/N con C/ Ayacucho,EXTERIOR,A,40.47129523077464,-3.636426180283173,MADRID,58,125,IDA,20240117
24,GTA.MAR DE CRISTAL-AYACUCHO,Gta. Mar de Cristal S/N con C/ Ayacucho,EXTERIOR,A,40.47129523077464,-3.636426180283173,MADRID,58,125,VUELTA,20240117
28,PASEO DE LA CASTELLANA-JUZGADOS,,EXTERIOR,A,40.46688918282988,-3.688415573189505,MADRID,26,5,VUELTA,20240117
28,PASEO DE LA CASTELLANA-JUZGADOS,,EXTERIOR,A,40.46688918282988,-3.688415573189505,MADRID,26,27,VUELTA,20240117
28,PASEO DE LA CASTELLANA-JUZGADOS,,EXTERIOR,A,40.46688918282988,-3.688415573189505,MADRID,26,147,VUELTA,20240117
28,PASEO DE LA CASTELLANA-JUZGADOS,,EXTERIOR,A,40.46688918282988,-3.688415573189505,MADRID,26,522,VUELTA,20240117
28,PASEO DE LA CASTELLANA-JUZGADOS,,EXTERIOR,A,40.46688918282988,-3.688415573189505,MADRID,26,524,VUELTA,20240117
29,Pº CASTELLANA-JUZGADOS,,EXTERIOR,A,40.46698221651128,-3.687921101998116,MADRID,26,522,IDA,20240117
29,Pº CASTELLANA-JUZGADOS,,EXTERIOR,A,40.46698221651128,-3.687921101998116,MADRID,26,524,IDA,20240117
29,Pº CASTELLANA-JUZGADOS,,EXTERIOR,A,40.46698221651128,-3.687921101998116,MADRID,26,27,IDA,20240117
29,Pº CASTELLANA-JUZGADOS,,EXTERIOR,A,40.46698221651128,-3.687921101998116,MADRID,26,147,IDA,20240117
29,Pº CASTELLANA-JUZGADOS,,EXTERIOR,A,40.46698221651128,-3.687921101998116,MADRID,26,5,IDA,20240117
30,MATEO INURRIA-PZA.DE CASTILLA,"Mateo Inurria, 2 frente Canal Isabel II",EXTERIOR,A,40.468051523678135,-3.686870379145515,MADRID,26,107,IDA,20240117
30,MATEO INURRIA-PZA.DE CASTILLA,"Mateo Inurria, 2 frente Canal Isabel II",EXTERIOR,A,40.468051523678135,-3.686870379145515,MADRID,26,5,IDA,20240117
30,MATEO INURRIA-PZA.DE CASTILLA,"Mateo Inurria, 2 frente Canal Isabel II",EXTERIOR,A,40.468051523678135,-3.686870379145515,MADRID,26,129,IDA,20240117
30,MATEO INURRIA-PZA.DE CASTILLA,"Mateo Inurria, 2 frente Canal Isabel II",EXTERIOR,A,40.468051523678135,-3.686870379145515,MADRID,26,70,IDA,20240117
31,MATEO INURRIA-PLAZA DE CASTILLA,Pza. de Castilla S/N con Mateo Inurria,EXTERIOR,A,40.468230500356,-3.687072733893028,MADRID,26,107,VUELTA,20240117
31,MATEO INURRIA-PLAZA DE CASTILLA,Pza. de Castilla S/N con Mateo Inurria,EXTERIOR,A,40.468230500356,-3.687072733893028,MADRID,26,5,VUELTA,20240117
31,MATEO INURRIA-PLAZA DE CASTILLA,Pza. de Castilla S/N con Mateo Inurria,EXTERIOR,A,40.468230500356,-3.687072733893028,MADRID,26,129,VUELTA,20240117
31,MATEO INURRIA-PLAZA DE CASTILLA,Pza. de Castilla S/N con Mateo Inurria,EXTERIOR,A,40.468230500356,-3.687072733893028,MADRID,26,70,VUELTA,20240117
31,MATEO INURRIA-PLAZA DE CASTILLA,Pza. de Castilla S/N con Mateo Inurria,EXTERIOR,A,40.468230500356,-3.687072733893028,MADRID,26,174,VUELTA,20240117
31,MATEO INURRIA-PLAZA DE CASTILLA,Pza. de Castilla S/N con Mateo Inurria,EXTERIOR,A,40.468230500356,-3.687072733893028,MADRID,26,66,VUELTA,20240117
32,Pº CASTELLANA-ROSARIO PINO,"Pº de la Castellana, 167",EXTERIOR,A,40.46359942163832,-3.688665069284314,MADRID,30,147,VUELTA,20240117
32,Pº CASTELLANA-ROSARIO PINO,"Pº de la Castellana, 167",EXTERIOR,A,40.46359942163832,-3.688665069284314,MADRID,30,524,VUELTA,20240117
32,Pº CASTELLANA-ROSARIO PINO,"Pº de la Castellana, 167",EXTERIOR,A,40.46359942163832,-3.688665069284314,MADRID,30,5,VUELTA,20240117
32,Pº CASTELLANA-ROSARIO PINO,"Pº de la Castellana, 167",EXTERIOR,A,40.46359942163832,-3.688665069284314,MADRID,30,522,VUELTA,20240117
32,Pº CASTELLANA-ROSARIO PINO,"Pº de la Castellana, 167",EXTERIOR,A,40.46359942163832,-3.688665069284314,MADRID,30,27,VUELTA,20240117
33,PASEO CASTELLANA-ROSARIO PINO,"Pº de la Castellana, 194",EXTERIOR,A,40.463755164112136,-3.688230238377921,MADRID,30,147,IDA,20240117
33,PASEO CASTELLANA-ROSARIO PINO,"Pº de la Castellana, 194",EXTERIOR,A,40.463755164112136,-3.688230238377921,MADRID,30,524,IDA,20240117
33,PASEO CASTELLANA-ROSARIO PINO,"Pº de la Castellana, 194",EXTERIOR,A,40.463755164112136,-3.688230238377921,MADRID,30,522,IDA,20240117
33,PASEO CASTELLANA-ROSARIO PINO,"Pº de la Castellana, 194",EXTERIOR,A,40.463755164112136,-3.688230238377921,MADRID,30,5,IDA,20240117
33,PASEO CASTELLANA-ROSARIO PINO,"Pº de la Castellana, 194",EXTERIOR,A,40.463755164112136,-3.688230238377921,MADRID,30,27,IDA,20240117
34,PZA.DE CUZCO,"Pº de la Castellana, 123 (Pza. Cuzco)",EXTERIOR,A,40.46016482036305,-3.68903100917249,MADRID,30,5,VUELTA,20240117
34,PZA.DE CUZCO,"Pº de la Castellana, 123 (Pza. Cuzco)",EXTERIOR,A,40.46016482036305,-3.68903100917249,MADRID,30,524,VUELTA,20240117
34,PZA.DE CUZCO,"Pº de la Castellana, 123 (Pza. Cuzco)",EXTERIOR,A,40.46016482036305,-3.68903100917249,MADRID,30,522,VUELTA,20240117
34,PZA.DE CUZCO,"Pº de la Castellana, 123 (Pza. Cuzco)",EXTERIOR,A,40.46016482036305,-3.68903100917249,MADRID,30,147,VUELTA,20240117
34,PZA.DE CUZCO,"Pº de la Castellana, 123 (Pza. Cuzco)",EXTERIOR,A,40.46016482036305,-3.68903100917249,MADRID,30,27,VUELTA,20240117
34,PZA.DE CUZCO,"Pº de la Castellana, 123 (Pza. Cuzco)",EXTERIOR,A,40.46016482036305,-3.68903100917249,MADRID,30,40,VUELTA,20240117
35,PZA.DE CUZCO,"Pº de la Castellana, 170 (Pza. Cuzco)",EXTERIOR,A,40.46169983761765,-3.688445157772274,MADRID,30,147,IDA,20240117
35,PZA.DE CUZCO,"Pº de la Castellana, 170 (Pza. Cuzco)",EXTERIOR,A,40.46169983761765,-3.688445157772274,MADRID,30,524,IDA,20240117
35,PZA.DE CUZCO,"Pº de la Castellana, 170 (Pza. Cuzco)",EXTERIOR,A,40.46169983761765,-3.688445157772274,MADRID,30,27,IDA,20240117
35,PZA.DE CUZCO,"Pº de la Castellana, 170 (Pza. Cuzco)",EXTERIOR,A,40.46169983761765,-3.688445157772274,MADRID,30,5,IDA,20240117
35,PZA.DE CUZCO,"Pº de la Castellana, 170 (Pza. Cuzco)",EXTERIOR,A,40.46169983761765,-3.688445157772274,MADRID,30,522,IDA,20240117
36,Pº CASTELLANA-SAN GERMAN,"Pº de la Castellana, 113",EXTERIOR,A,40.458632402489386,-3.689180472615212,MADRID,29,524,VUELTA,20240117
36,Pº CASTELLANA-SAN GERMAN,"Pº de la Castellana, 113",EXTERIOR,A,40.458632402489386,-3.689180472615212,MADRID,29,147,VUELTA,20240117
36,Pº CASTELLANA-SAN GERMAN,"Pº de la Castellana, 113",EXTERIOR,A,40.458632402489386,-3.689180472615212,MADRID,29,40,VUELTA,20240117
36,Pº CASTELLANA-SAN GERMAN,"Pº de la Castellana, 113",EXTERIOR,A,40.458632402489386,-3.689180472615212,MADRID,29,27,VUELTA,20240117
36,Pº CASTELLANA-SAN GERMAN,"Pº de la Castellana, 113",EXTERIOR,A,40.458632402489386,-3.689180472615212,MADRID,29,5,VUELTA,20240117
36,Pº CASTELLANA-SAN GERMAN,"Pº de la Castellana, 113",EXTERIOR,A,40.458632402489386,-3.689180472615212,MADRID,29,522,VUELTA,20240117
37,PºCASTELLANA-SAN GERMAN,"Pº de la Castellana, 152",EXTERIOR,A,40.457535201237455,-3.68886261444816,MADRID,29,40,IDA,20240117
37,PºCASTELLANA-SAN GERMAN,"Pº de la Castellana, 152",EXTERIOR,A,40.457535201237455,-3.68886261444816,MADRID,29,147,IDA,20240117
37,PºCASTELLANA-SAN GERMAN,"Pº de la Castellana, 152",EXTERIOR,A,40.457535201237455,-3.68886261444816,MADRID,29,524,IDA,20240117
37,PºCASTELLANA-SAN GERMAN,"Pº de la Castellana, 152",EXTERIOR,A,40.457535201237455,-3.68886261444816,MADRID,29,27,IDA,20240117
37,PºCASTELLANA-SAN GERMAN,"Pº de la Castellana, 152",EXTERIOR,A,40.457535201237455,-3.68886261444816,MADRID,29,126,IDA,20240117
37,PºCASTELLANA-SAN GERMAN,"Pº de la Castellana, 152",EXTERIOR,A,40.457535201237455,-3.68886261444816,MADRID,29,522,IDA,20240117
38,Pº CASTELLANA-RAFAEL SALGADO,"Pº de la Castellana, 103",EXTERIOR,A,40.456225251383394,-3.68947430985603,MADRID,29,126,VUELTA,20240117
38,Pº CASTELLANA-RAFAEL SALGADO,"Pº de la Castellana, 103",EXTERIOR,A,40.456225251383394,-3.68947430985603,MADRID,29,147,VUELTA,20240117
38,Pº CASTELLANA-RAFAEL SALGADO,"Pº de la Castellana, 103",EXTERIOR,A,40.456225251383394,-3.68947430985603,MADRID,29,40,VUELTA,20240117
38,Pº CASTELLANA-RAFAEL SALGADO,"Pº de la Castellana, 103",EXTERIOR,A,40.456225251383394,-3.68947430985603,MADRID,29,27,VUELTA,20240117
39,PASEO CASTELLANA-RAFAEL SALGADO,Pº Castellana con  Rafael Salgado,EXTERIOR,A,40.456372691185074,-3.6889215044719945,MADRID,29,147,IDA,20240117
39,PASEO CASTELLANA-RAFAEL SALGADO,Pº Castellana con  Rafael Salgado,EXTERIOR,A,40.456372691185074,-3.6889215044719945,MADRID,29,40,IDA,20240117
39,PASEO CASTELLANA-RAFAEL SALGADO,Pº Castellana con  Rafael Salgado,EXTERIOR,A,40.456372691185074,-3.6889215044719945,MADRID,29,27,IDA,20240117
39,PASEO CASTELLANA-RAFAEL SALGADO,Pº Castellana con  Rafael Salgado,EXTERIOR,A,40.456372691185074,-3.6889215044719945,MADRID,29,126,IDA,20240117
40,SAN ROMUALDO-JULIAN CAMARILLO,,EXTERIOR,A,40.439386627713496,-3.61960607253253,MADRID,106,105,IDA,20240117
41,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana,  93 (Pza. de Lima)",EXTERIOR,A,40.45318757823634,-3.689749886480873,MADRID,29,522,VUELTA,20240117
41,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana,  93 (Pza. de Lima)",EXTERIOR,A,40.45318757823634,-3.689749886480873,MADRID,29,524,VUELTA,20240117
41,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana,  93 (Pza. de Lima)",EXTERIOR,A,40.45318757823634,-3.689749886480873,MADRID,29,150,VUELTA,20240117
41,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana,  93 (Pza. de Lima)",EXTERIOR,A,40.45318757823634,-3.689749886480873,MADRID,29,147,VUELTA,20240117
41,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana,  93 (Pza. de Lima)",EXTERIOR,A,40.45318757823634,-3.689749886480873,MADRID,29,40,VUELTA,20240117
41,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana,  93 (Pza. de Lima)",EXTERIOR,A,40.45318757823634,-3.689749886480873,MADRID,29,27,VUELTA,20240117
41,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana,  93 (Pza. de Lima)",EXTERIOR,A,40.45318757823634,-3.689749886480873,MADRID,29,14,VUELTA,20240117
41,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana,  93 (Pza. de Lima)",EXTERIOR,A,40.45318757823634,-3.689749886480873,MADRID,29,126,VUELTA,20240117
42,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana, 136 (Pza. de Lima)",EXTERIOR,A,40.453136341298,-3.689277629823604,MADRID,29,40,IDA,20240117
42,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana, 136 (Pza. de Lima)",EXTERIOR,A,40.453136341298,-3.689277629823604,MADRID,29,126,IDA,20240117
42,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana, 136 (Pza. de Lima)",EXTERIOR,A,40.453136341298,-3.689277629823604,MADRID,29,27,IDA,20240117
42,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana, 136 (Pza. de Lima)",EXTERIOR,A,40.453136341298,-3.689277629823604,MADRID,29,524,IDA,20240117
42,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana, 136 (Pza. de Lima)",EXTERIOR,A,40.453136341298,-3.689277629823604,MADRID,29,150,IDA,20240117
42,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana, 136 (Pza. de Lima)",EXTERIOR,A,40.453136341298,-3.689277629823604,MADRID,29,522,IDA,20240117
42,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana, 136 (Pza. de Lima)",EXTERIOR,A,40.453136341298,-3.689277629823604,MADRID,29,147,IDA,20240117
44,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana, 140",EXTERIOR,A,40.45501129224972,-3.689096297637538,MADRID,29,126,IDA,20240117
44,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana, 140",EXTERIOR,A,40.45501129224972,-3.689096297637538,MADRID,29,150,IDA,20240117
44,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana, 140",EXTERIOR,A,40.45501129224972,-3.689096297637538,MADRID,29,27,IDA,20240117
44,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana, 140",EXTERIOR,A,40.45501129224972,-3.689096297637538,MADRID,29,147,IDA,20240117
44,Pº CASTELLANA-PZA.DE LIMA,"Pº de la Castellana, 140",EXTERIOR,A,40.45501129224972,-3.689096297637538,MADRID,29,40,IDA,20240117
45,PZA.DE LIMA,"Pza de Lima con Pº Castellana, 138",EXTERIOR,A,40.453524266809616,-3.689187246728358,MADRID,29,120,IDA,20240117
45,PZA.DE LIMA,"Pza de Lima con Pº Castellana, 138",EXTERIOR,A,40.453524266809616,-3.689187246728358,MADRID,29,120,VUELTA,20240117
47,PASEO CASTELLANA-AZCA,"Pº de la Castellana, 124",EXTERIOR,A,40.45108107997388,-3.689480695758993,MADRID,28,150,IDA,20240117
47,PASEO CASTELLANA-AZCA,"Pº de la Castellana, 124",EXTERIOR,A,40.45108107997388,-3.689480695758993,MADRID,28,126,IDA,20240117
47,PASEO CASTELLANA-AZCA,"Pº de la Castellana, 124",EXTERIOR,A,40.45108107997388,-3.689480695758993,MADRID,28,524,IDA,20240117
47,PASEO CASTELLANA-AZCA,"Pº de la Castellana, 124",EXTERIOR,A,40.45108107997388,-3.689480695758993,MADRID,28,27,IDA,20240117
47,PASEO CASTELLANA-AZCA,"Pº de la Castellana, 124",EXTERIOR,A,40.45108107997388,-3.689480695758993,MADRID,28,147,IDA,20240117
47,PASEO CASTELLANA-AZCA,"Pº de la Castellana, 124",EXTERIOR,A,40.45108107997388,-3.689480695758993,MADRID,28,40,IDA,20240117
47,PASEO CASTELLANA-AZCA,"Pº de la Castellana, 124",EXTERIOR,A,40.45108107997388,-3.689480695758993,MADRID,28,522,IDA,20240117
48,PºCASTELLANA-RAIMUNDO F.VILLAVERDE,"Pº Castellana, 81",EXTERIOR,A,40.44715979328306,-3.6913863468505927,MADRID,111,27,VUELTA,20240117
48,PºCASTELLANA-RAIMUNDO F.VILLAVERDE,"Pº Castellana, 81",EXTERIOR,A,40.44715979328306,-3.6913863468505927,MADRID,111,14,VUELTA,20240117
48,PºCASTELLANA-RAIMUNDO F.VILLAVERDE,"Pº Castellana, 81",EXTERIOR,A,40.44715979328306,-3.6913863468505927,MADRID,111,150,VUELTA,20240117
48,PºCASTELLANA-RAIMUNDO F.VILLAVERDE,"Pº Castellana, 81",EXTERIOR,A,40.44715979328306,-3.6913863468505927,MADRID,111,147,VUELTA,20240117
48,PºCASTELLANA-RAIMUNDO F.VILLAVERDE,"Pº Castellana, 81",EXTERIOR,A,40.44715979328306,-3.6913863468505927,MADRID,111,40,VUELTA,20240117
49,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana frente al Nº 110,EXTERIOR,A,40.447328428599306,-3.690303183097352,MADRID,28,7,VUELTA,20240117
49,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana frente al Nº 110,EXTERIOR,A,40.447328428599306,-3.690303183097352,MADRID,28,40,VUELTA,20240117
49,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana frente al Nº 110,EXTERIOR,A,40.447328428599306,-3.690303183097352,MADRID,28,147,VUELTA,20240117
49,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana frente al Nº 110,EXTERIOR,A,40.447328428599306,-3.690303183097352,MADRID,28,524,VUELTA,20240117
49,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana frente al Nº 110,EXTERIOR,A,40.447328428599306,-3.690303183097352,MADRID,28,150,VUELTA,20240117
49,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana frente al Nº 110,EXTERIOR,A,40.447328428599306,-3.690303183097352,MADRID,28,522,VUELTA,20240117
49,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana frente al Nº 110,EXTERIOR,A,40.447328428599306,-3.690303183097352,MADRID,28,14,VUELTA,20240117
50,Pº CASTELLANA-Pº DE LA HABANA,"Pº de la Castellana, 112",EXTERIOR,A,40.44857511384404,-3.6897263128452495,MADRID,28,40,IDA,20240117
50,Pº CASTELLANA-Pº DE LA HABANA,"Pº de la Castellana, 112",EXTERIOR,A,40.44857511384404,-3.6897263128452495,MADRID,28,27,IDA,20240117
50,Pº CASTELLANA-Pº DE LA HABANA,"Pº de la Castellana, 112",EXTERIOR,A,40.44857511384404,-3.6897263128452495,MADRID,28,522,IDA,20240117
50,Pº CASTELLANA-Pº DE LA HABANA,"Pº de la Castellana, 112",EXTERIOR,A,40.44857511384404,-3.6897263128452495,MADRID,28,524,IDA,20240117
50,Pº CASTELLANA-Pº DE LA HABANA,"Pº de la Castellana, 112",EXTERIOR,A,40.44857511384404,-3.6897263128452495,MADRID,28,150,IDA,20240117
50,Pº CASTELLANA-Pº DE LA HABANA,"Pº de la Castellana, 112",EXTERIOR,A,40.44857511384404,-3.6897263128452495,MADRID,28,126,IDA,20240117
50,Pº CASTELLANA-Pº DE LA HABANA,"Pº de la Castellana, 112",EXTERIOR,A,40.44857511384404,-3.6897263128452495,MADRID,28,147,IDA,20240117
51,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana S/N frente al Nº 96,EXTERIOR,A,40.44572393855386,-3.690451855820455,MADRID,28,522,VUELTA,20240117
51,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana S/N frente al Nº 96,EXTERIOR,A,40.44572393855386,-3.690451855820455,MADRID,28,524,VUELTA,20240117
51,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana S/N frente al Nº 96,EXTERIOR,A,40.44572393855386,-3.690451855820455,MADRID,28,150,VUELTA,20240117
51,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana S/N frente al Nº 96,EXTERIOR,A,40.44572393855386,-3.690451855820455,MADRID,28,147,VUELTA,20240117
51,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana S/N frente al Nº 96,EXTERIOR,A,40.44572393855386,-3.690451855820455,MADRID,28,40,VUELTA,20240117
51,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana S/N frente al Nº 96,EXTERIOR,A,40.44572393855386,-3.690451855820455,MADRID,28,14,VUELTA,20240117
51,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana S/N frente al Nº 96,EXTERIOR,A,40.44572393855386,-3.690451855820455,MADRID,28,27,VUELTA,20240117
51,Pº CASTELLANA-NUEVOS MINISTERIOS,Pº de la Castellana S/N frente al Nº 96,EXTERIOR,A,40.44572393855386,-3.690451855820455,MADRID,28,7,VUELTA,20240117
52,Pº. CASTELLANA-JORGE MANRIQUE,"Pº de la Castellana, 96",EXTERIOR,A,40.44556516555829,-3.6898842153477327,MADRID,28,27,IDA,20240117
52,Pº. CASTELLANA-JORGE MANRIQUE,"Pº de la Castellana, 96",EXTERIOR,A,40.44556516555829,-3.6898842153477327,MADRID,28,14,IDA,20240117
52,Pº. CASTELLANA-JORGE MANRIQUE,"Pº de la Castellana, 96",EXTERIOR,A,40.44556516555829,-3.6898842153477327,MADRID,28,524,IDA,20240117
52,Pº. CASTELLANA-JORGE MANRIQUE,"Pº de la Castellana, 96",EXTERIOR,A,40.44556516555829,-3.6898842153477327,MADRID,28,150,IDA,20240117
52,Pº. CASTELLANA-JORGE MANRIQUE,"Pº de la Castellana, 96",EXTERIOR,A,40.44556516555829,-3.6898842153477327,MADRID,28,147,IDA,20240117
52,Pº. CASTELLANA-JORGE MANRIQUE,"Pº de la Castellana, 96",EXTERIOR,A,40.44556516555829,-3.6898842153477327,MADRID,28,522,IDA,20240117
52,Pº. CASTELLANA-JORGE MANRIQUE,"Pº de la Castellana, 96",EXTERIOR,A,40.44556516555829,-3.6898842153477327,MADRID,28,40,IDA,20240117
52,Pº. CASTELLANA-JORGE MANRIQUE,"Pº de la Castellana, 96",EXTERIOR,A,40.44556516555829,-3.6898842153477327,MADRID,28,7,IDA,20240117
53,PZA.S.JUAN DE LA CRUZ,,EXTERIOR,A,40.44284678978208,-3.691000200343533,MADRID,28,7,VUELTA,20240117
53,PZA.S.JUAN DE LA CRUZ,,EXTERIOR,A,40.44284678978208,-3.691000200343533,MADRID,28,522,VUELTA,20240117
53,PZA.S.JUAN DE LA CRUZ,,EXTERIOR,A,40.44284678978208,-3.691000200343533,MADRID,28,40,VUELTA,20240117
53,PZA.S.JUAN DE LA CRUZ,,EXTERIOR,A,40.44284678978208,-3.691000200343533,MADRID,28,524,VUELTA,20240117
